tip1	tip2	taxid1	taxid2	distance
Mesorhizobium_camelthorni-_-EU169581--_CCNWXJ40-4_T	Mesorhizobium_alhagi-_-AHAM01000052--_CCNWXJ12-2_T	475069	1107882	0.00729
Mesorhizobium_hankyongi-_-KY078835--_Gsoil_531_T	Mesorhizobium_alhagi-_-AHAM01000052--_CCNWXJ12-2_T	2707057	1107882	0.01592
Mesorhizobium_olivaresii-_-FM203302--_CPS13_T	Mesorhizobium_qingshengii-_-JQ339788--_CCBAU_33460_T	552734	1165689	0.01095
Aquibium_oceanicum-_-KT157593--_B7_T	g__2911176	1670800	2911176	0.021771
Aquibium_carbonis-_-KX953212--_B2.3_T	g__2911176	2495581	2911176	0.023911
Mesorhizobium_soli-_-KC484966--_NHI-8_T	Mesorhizobium_ephedrae-_-MH105075--_6GN-30_T	1295366	1871066	0.02313
Mesorhizobium_ephedrae-_-MH105075--_6GN-30_T	Mesorhizobium_soli-_-KC484966--_NHI-8_T	1871066	1295366	0.02313
Mesorhizobium_thiogangeticum-_-AJ864462--_SJT_T	g__93368	302401	93368	0.028721
Pseudaminobacter_manganicus-_-KX527726--_JH-7_T	Mesorhizobium_thiogangeticum-_-AJ864462--_SJT_T	1873176	302401	0.03786
Mesorhizobium_microcysteis-_-MN061043--_MaA-_C15_T	Mesorhizobium_sediminum-_-KX151664--_YIM_M12096_T	2682781	1849104	0.0224
Mesorhizobium_sediminum-_-KX151664--_YIM_M12096_T	Mesorhizobium_microcysteis-_-MN061043--_MaA-_C15_T	1849104	2682781	0.0224
Nitratireductor_indicus-_-GU447302--_C115_T	g__68287	1231190	68287	0.037711
Chelativorans_multitrophicus-_-EF457243--_DSM_9103_T	Chelativorans_oligotrophicus-_-EF457242--_LPM-4_T	449973	449974	0.00741
Chelativorans_oligotrophicus-_-EF457242--_LPM-4_T	Chelativorans_multitrophicus-_-EF457243--_DSM_9103_T	449974	449973	0.00741
Mesorhizobium_composti-_-KX988315--_CC-YTH430_T	g__68287	2675109	68287	0.036401
Nitratireductor_aquibiodomus-_-AF534573--_NL21_T	Nitratireductor_lacus-_-KX531008--_GSS14_T	1231185	1903171	0.00513
Nitratireductor_kimnyeongensis-_-AM498744--_KY_101_=_JBRI2113_T	Nitratireductor_aquibiodomus-_-AF534573--_NL21_T	1231184	1231185	0.00953
Nitratireductor_lacus-_-KX531008--_GSS14_T	Nitratireductor_aquibiodomus-_-AF534573--_NL21_T	1903171	1231185	0.00513
Nitratireductor_rhodophyticola-_-KY003113--_L1-7-SE_T	Nitratireductor_lacus-_-KX531008--_GSS14_T	2854036	1903171	0.01044
Nitratireductor_aquimarinus-_-HQ176467--_CL-SC21_T	Nitratireductor_lacus-_-KX531008--_GSS14_T	889299	1903171	0.0276
Nitratireductor_pacificus-_-DQ659453--_pht-3B_T	g__68287	391937	68287	0.029821
Salaquimonas_pukyongi-_-MG889584--_RR3-28_T	g__2712688	2712698	2712688	2e-6
g__2712688	Salaquimonas_pukyongi-_-MG889584--_RR3-28_T	2712688	2712698	2e-6
g__2024982	Notoacmeibacter_ruber-_-MK053891--_M2BS9Y-3-1_T	2024982	2670375	0.00793099999999999
Notoacmeibacter_marinus-_-KX530080--_XMTR2A4_T	g__2024982	1876515	2024982	0.01224099999999999
Notoacmeibacter_ruber-_-MK053891--_M2BS9Y-3-1_T	g__2024982	2670375	2024982	0.00793099999999999
Zhengella_mangrovi-_-MF034047--_X9-2-2_T	g__2282761	1982044	2282761	2e-6
g__2282761	Zhengella_mangrovi-_-MF034047--_X9-2-2_T	2282761	1982044	2e-6
Nitratireductor_alexandrii-_-MH197116--_Z3-1_T	g__245876	2448161	245876	0.025401
Nitratireductor_aestuarii-_-KU057958--_LMG_29090_T	g__245876	1735103	245876	0.043471
Chelativorans_petroleitrophicus-_-OP317546--_SCAU2101_T	Chelativorans_intermedius-_-EU564843--_CC-MHSW-5_T	2975484	515947	0.03884
Chelativorans_intermedius-_-EU564843--_CC-MHSW-5_T	g__245876	515947	245876	0.028281
Limoniibacter_endophyticus-_-KM243752--_YIM_690229_T	g__2769459	1565040	2769459	2e-6
g__2769459	Limoniibacter_endophyticus-_-KM243752--_YIM_690229_T	2769459	1565040	2e-6
Chelativorans_composti-_-AB563785--_Nis3_T	g__449972	768533	449972	0.021881
g__46913	Devosia_honganensis-_-KP339871--_NSL10_T	46913	1610527	0.02689099999999999
Devosia_psychrophila-_-GU441678--_Cr7-05_T	Devosia_submarina-_-AB712348--_Sl74_T	728005	1173082	0.01741
Devosia_glacialis-_-HM474794--_Cr4-44_T	Devosia_psychrophila-_-GU441678--_Cr7-05_T	866566	728005	0.01811
Devosia_submarina-_-AB712348--_Sl74_T	Devosia_naphthalenivorans-_-MG230310--_CM5-1_T	1173082	2082392	0.0174
Devosia_naphthalenivorans-_-MG230310--_CM5-1_T	Devosia_submarina-_-AB712348--_Sl74_T	2082392	1173082	0.0174
Devosia_beringensis-_-MN577390--_S02_T	Devosia_naphthalenivorans-_-MG230310--_CM5-1_T	2657486	2082392	0.03045999999999999
Devosia_epidermidihirudinis-_-LANJ01000007--_E84_T	Devosia_limi-_-AJ786801--_R-21940_=_LMG_22951_T	1293439	288995	0.02458
Devosia_limi-_-AJ786801--_R-21940_=_LMG_22951_T	Devosia_epidermidihirudinis-_-LANJ01000007--_E84_T	288995	1293439	0.02458
Devosia_neptuniae-_-AF469072--_J1_T	Devosia_ginsengisoli-_-KY078842--_Gsoil_520_T	191302	400770	0.02822
Devosia_ginsengisoli-_-KY078842--_Gsoil_520_T	Devosia_neptuniae-_-AF469072--_J1_T	400770	191302	0.02822
Devosia_ureilytica-_-ON037513--_XJ19-45_T	Devosia_beringensis-_-MN577390--_S02_T	2952754	2657486	0.04137
Devosia_soli-_-DQ303125--_GH2-10_T	Devosia_crocina-_-EF433461--_IPL20_T	361041	429728	0.01723
Devosia_crocina-_-EF433461--_IPL20_T	Devosia_soli-_-DQ303125--_GH2-10_T	429728	361041	0.01723
Devosia_riboflavina-_-AB680451--_NBRC_13584_T	Devosia_salina-_-MZ710043--_SCS-3_T	46914	2860336	0.01888999999999999
Devosia_sediminis-_-MN006580--_67T	Devosia_salina-_-MZ710043--_SCS-3_T	2798801	2860336	0.01666
Devosia_salina-_-MZ710043--_SCS-3_T	Devosia_sediminis-_-MN006580--_67T	2860336	2798801	0.01666
Devosia_indica-_-MG852174--_IO390501_T	Devosia_marina-_-MN813764--_L53-10-65_T	2079253	2683198	0.02243
Devosia_marina-_-MN813764--_L53-10-65_T	Devosia_indica-_-MG852174--_IO390501_T	2683198	2079253	0.02243
Devosia_equisanguinis-_-MH665407--_M6-77T	Devosia_faecipullorum-_-MT150713--_CC-YST696_T	2490941	2755039	0.02681
Devosia_faecipullorum-_-MT150713--_CC-YST696_T	Devosia_equisanguinis-_-MH665407--_M6-77T	2755039	2490941	0.02681
Devosia_aurantiaca-_-MN620432--_H239T	Devosia_riboflavina-_-AB680451--_NBRC_13584_T	2714858	46914	0.03848
Devosia_chinhatensis-_-JZEY01000061--_IPL18_T	Devosia_riboflavina-_-AB680451--_NBRC_13584_T	429727	46914	0.03414
Devosia_yakushimensis-_-AB361068--_Yak96B_T	Devosia_chinhatensis-_-JZEY01000061--_IPL18_T	470028	429727	0.03784
Devosia_insulae-_-EF012357--_DS-56_T	Devosia_humi-_-KM598259--_THG-MM1_T	1116389	1591105	0.03371
Devosia_humi-_-KM598259--_THG-MM1_T	Devosia_insulae-_-EF012357--_DS-56_T	1591105	1116389	0.03371
Devosia_enhydra-_-GQ221761--_9b_T	Devosia_mishustinii-_-FJ560749--_17_T	665118	616951	0.01593
Devosia_mishustinii-_-FJ560749--_17_T	Devosia_enhydra-_-GQ221761--_9b_T	616951	665118	0.01593
Devosia_confluentis-_-KU507536--_HJR-2_T	g__46913	1849014	46913	0.03785099999999999
Youhaiella_tibetensis-_-KF740588--_fig4_T	g__1827478	1447062	1827478	2e-6
g__1827478	Youhaiella_tibetensis-_-KF740588--_fig4_T	1827478	1447062	2e-6
g__1573407	Methyloterrigena_soli-_-KP876580--_M48_T	1573407	1335043	7.210000000000001e-4
Paradevosia_shaoguanensis-_-KC222641--_J5-3_T	g__1573407	1335043	1573407	0.00145099999999999
Methyloterrigena_soli-_-KP876580--_M48_T	g__1573407	1335043	1573407	7.210000000000001e-4
Devosia_albogilva-_-EF433460--_IPL15_T	Devosia_elaeis-_-KT345712--_S37_T	429726	1770058	0.03291
Devosia_elaeis-_-KT345712--_S37_T	Devosia_albogilva-_-EF433460--_IPL15_T	1770058	429726	0.03291
Devosia_honganensis-_-KP339871--_NSL10_T	g__46913	1610527	46913	0.026891
Devosia_geojensis-_-EF575560--_BD-c194_T	Devosia_nitrariae-_-KU358684--_36-5-1_T	443610	2071872	0.02131
Devosia_nitrariae-_-KU358684--_36-5-1_T	Devosia_geojensis-_-EF575560--_BD-c194_T	2071872	443610	0.02131
Devosia_pacifica-_-KF111722--_NH131_T	g__46913	1335967	46913	0.029011
g__1082930	Pelagibacterium_halotolerans-_-CP003075--_B2_T	1082930	1082931	0.027491
Pelagibacterium_lacus-_-MH656744--_XYN52_T	Pelagibacterium_sediminicola-_-MG827296--_IMCC34151_T	2282655	2248761	0.03031
Pelagibacterium_sediminicola-_-MG827296--_IMCC34151_T	Pelagibacterium_lacus-_-MH656744--_XYN52_T	2248761	2282655	0.03031
Pelagibacterium_luteolum-_-EF540455--_1_C16_27_T	g__1082930	440168	1082930	0.036971
Pelagibacterium_halotolerans-_-CP003075--_B2_T	g__1082930	1082931	1082930	0.027491
Pelagibacterium_montanilacus-_-MF443109--_CCL18_T	Pelagibacterium_xiamenense-_-OK488216--_HS1C4-1T	2185280	2901140	0.03938999999999999
Pelagibacterium_xiamenense-_-OK488216--_HS1C4-1T	Pelagibacterium_montanilacus-_-MF443109--_CCL18_T	2901140	2185280	0.03938999999999999
Pelagibacterium_lentulum-_-KX989461--_B2_T	g__1082930	2029865	1082930	0.030431
Mariluticola_halotolerans-_-OM219018--_LMO-2_/type_materialtype_strain_of_Mariluticola_halotoleransT	g__3064792	2909283	3064792	2e-6
g__3064792	Mariluticola_halotolerans-_-OM219018--_LMO-2_/type_materialtype_strain_of_Mariluticola_halotoleransT	3064792	2909283	2e-6
Arsenicitalea_aurantiaca-_-KT595938--_42-50_T	g__1911566	1783274	1911566	2e-6
g__1911566	Arsenicitalea_aurantiaca-_-KT595938--_42-50_T	1911566	1783274	2e-6
g__623276	Maritalea_mediterranea-_-MZ994596--_P4.10XT	623276	2909667	0.012671
Maritalea_myrionectae-_-EF988631--_CL-SK30_T	g__623276	454601	623276	0.016041
Maritalea_porphyrae-_-AB583774--_LCM-3_T	Maritalea_myrionectae-_-EF988631--_CL-SK30_T	880732	454601	0.03016
Maritalea_mobilis-_-EU255260--_E6_T	g__623276	483324	623276	0.016661
Maritalea_mediterranea-_-MZ994596--_P4.10XT	g__623276	2909667	623276	0.012671
Cucumibacter_marinus-_-AUCR01000008--_DSM_18995_T	g__1121251	422296	1121251	2e-6
g__1121251	Cucumibacter_marinus-_-AUCR01000008--_DSM_18995_T	1121251	422296	2e-6
g__288021	Kordiimonas_lipolytica-_-KR919608--_M41_T	288021	1662421	0.018761
Kordiimonas_aestuarii-_-JF714701--_101-1_T	Kordiimonas_gwangyangensis-_-AY682384--_GW14-5_T	1005925	1122137	0.03871
Kordiimonas_gwangyangensis-_-AY682384--_GW14-5_T	Kordiimonas_aestuarii-_-JF714701--_101-1_T	1122137	1005925	0.03871
Kordiimonas_marina-_-MZ901372--_A6E486T	g__288021	2872312	288021	0.036061
Kordiimonas_lacus-_-FJ847942--_S3-22_T	Kordiimonas_lipolytica-_-KR919608--_M41_T	637679	1662421	0.01794
Kordiimonas_lipolytica-_-KR919608--_M41_T	Kordiimonas_lacus-_-FJ847942--_S3-22_T	1662421	637679	0.01794
Kordiimonas_aquimaris-_-GU289640--_MEBiC06554_T	g__288021	707591	288021	0.03605100000000001
Kordiimonas_pumila-_-MF099898--_N18_T	Kordiimonas_aquimaris-_-GU289640--_MEBiC06554_T	2161677	707591	0.03795
Kordiimonas_laminariae-_-OM663707--_5E331T	g__288021	2917717	288021	0.03596100000000001
Kordiimonas_sediminis-_-KR491943--_N39_T	g__288021	1735581	288021	0.040201
g__2066486	Iodidimonas_muriae-_-LC127220--_C-3_T	2066486	261467	0.006421
Iodidimonas_muriae-_-LC127220--_C-3_T	g__2066486	261467	2066486	0.006421
Iodidimonas_gelatinilytica-_-AB159206--_Hi-2T	g__2066486	1236966	2066486	0.007141
Eilatimonas_milleporae-_-HQ288781--_MD2_T	g__1434000	911205	1434000	2e-6
g__1434000	Eilatimonas_milleporae-_-HQ288781--_MD2_T	1434000	911205	2e-6
Temperatibacter_marinus-_-AB906690--_5-11_T	g__1549129	1456591	1549129	2e-6
g__1549129	Temperatibacter_marinus-_-AB906690--_5-11_T	1549129	1456591	2e-6
Pseudokordiimonas_caeni-_-OP902285--_LB-31_/type_materialtype_strain_of_Pseudokordiimonas_caeniT	g__3072046	2997908	3072046	2e-6
g__3072046	Pseudokordiimonas_caeni-_-OP902285--_LB-31_/type_materialtype_strain_of_Pseudokordiimonas_caeniT	3072046	2997908	2e-6
Gimibacter_soli-_-OQ259882--_6D33_/type_materialtype_strain_of_Gimibacter_soliT	Pseudokordiimonas_caeni-_-OP902285--_LB-31_/type_materialtype_strain_of_Pseudokordiimonas_caeniT	2664180	2997908	0.015901
Gimibacter_soli-_-OQ259882--_6D33_/type_materialtype_strain_of_Gimibacter_soliT	g__3072046	2664180	3072046	0.015901
Emcibacter_nanhaiensis-_-KJ191195--_HTCJW17_T	g__1602338	1505037	1602338	2e-6
g__1602338	Emcibacter_nanhaiensis-_-KJ191195--_HTCJW17_T	1602338	1505037	2e-6
Luteithermobacter_gelatinilyticus-_-MK878394--_MEBiC09520_T	g__2813803	2582913	2813803	2e-6
g__2813803	Luteithermobacter_gelatinilyticus-_-MK878394--_MEBiC09520_T	2813803	2582913	2e-6
Paremcibacter_congregatus-_-MG051279--_ZYL_T	g__2813804	2043170	2813804	2e-6
g__2813804	Paremcibacter_congregatus-_-MG051279--_ZYL_T	2813804	2043170	2e-6
Pseudemcibacter_aquimaris-_-MZ542781--_Y4_T	g__2943291	2857064	2943291	2e-6
g__2943291	Pseudemcibacter_aquimaris-_-MZ542781--_Y4_T	2943291	2857064	2e-6
g__454159	Kiloniella_spongiae-_-KJ418107--_MEBiC09566_T	454159	1489064	0.007191
Kiloniella_laminariae-_-AM749667--_LD81_T	g__454159	1122135	454159	0.031661
Kiloniella_antarctica-_-KM101108--_soj2014_T	g__454159	1550907	454159	0.020181
Kiloniella_majae-_-LT717344--_M56.1T_T	Kiloniella_spongiae-_-KJ418107--_MEBiC09566_T	1938558	1489064	0.0036
Kiloniella_spongiae-_-KJ418107--_MEBiC09566_T	Kiloniella_majae-_-LT717344--_M56.1T_T	1489064	1938558	0.0036
Magnetovibrio_blakemorei-_-MCGG01000011--_MV-1_w_T	g__1313115	28181	1313115	2e-6
g__1313115	Magnetovibrio_blakemorei-_-MCGG01000011--_MV-1_w_T	1313115	28181	2e-6
Varunaivibrio_sulfuroxidans-_-KU294728--_TC8_T	g__1866954	1773489	1866954	2e-6
g__1866954	Varunaivibrio_sulfuroxidans-_-KU294728--_TC8_T	1866954	1773489	2e-6
Magnetospira_thiophila-_-EU861390--_MMS-1_T	g__1182780	549691	1182780	2e-6
g__1182780	Magnetospira_thiophila-_-EU861390--_MMS-1_T	1182780	549691	2e-6
g__780	Rickettsia_canadensis-_-L36104--_2678_T	780	788	0.012161
Rickettsia_sibirica-_-D38628--_ATCCVR151_T	Rickettsia_parkeri-_-L36673--_Maculatum_20_T	35793	35792	0.00429
Rickettsia_parkeri-_-L36673--_Maculatum_20_T	Rickettsia_conorii_subsp._conorii-_-AE006914--_Malish_7_T	35792	272944	0.00287
Rickettsia_parkeri-_-L36673--_Maculatum_20_T	Rickettsia_conorii_subsp._indica-_-L36107--_Indian_Tick_Typhus_rickettsia_T	35792	781	0.00287
Rickettsia_conorii_subsp._conorii-_-AE006914--_Malish_7_T	Rickettsia_conorii_subsp._indica-_-L36107--_Indian_Tick_Typhus_rickettsia_T	272944	781	2e-5
Rickettsia_conorii_subsp._indica-_-L36107--_Indian_Tick_Typhus_rickettsia_T	Rickettsia_conorii_subsp._conorii-_-AE006914--_Malish_7_T	781	272944	2e-5
Rickettsia_conorii_subsp._israelensis-_-L36223--_CDC1_T	Rickettsia_conorii_subsp._conorii-_-AE006914--_Malish_7_T	789	272944	0.00359
Rickettsia_conorii_subsp._israelensis-_-L36223--_CDC1_T	Rickettsia_conorii_subsp._indica-_-L36107--_Indian_Tick_Typhus_rickettsia_T	789	781	0.00359
Rickettsia_honei-_-U17645--_RB_T	Rickettsia_slovaca-_-L36224--_13-B_T	37816	941638	0.00287
Rickettsia_slovaca-_-L36224--_13-B_T	Rickettsia_honei-_-U17645--_RB_T	941638	37816	0.00287
Rickettsia_slovaca-_-L36224--_13-B_T	Rickettsia_rickettsii-_-L36217--_R_T	941638	783	0.00287
Rickettsia_peacockii-_-U55820--_Skalkaho_T	Rickettsia_rickettsii-_-L36217--_R_T	47589	783	0.00333
Rickettsia_rickettsii-_-L36217--_R_T	Rickettsia_slovaca-_-L36224--_13-B_T	783	941638	0.00287
Rickettsia_japonica-_-AP011533--_YH_T	Rickettsia_heilongjiangensis-_-AF178037--_HLJ-054_T	652620	226665	7.300000000000001e-4
Rickettsia_heilongjiangensis-_-AF178037--_HLJ-054_T	Rickettsia_japonica-_-AP011533--_YH_T	226665	652620	7.300000000000001e-4
Rickettsia_rhipicephali-_-L36216--_3-7-6_T	Rickettsia_aeschlimannii-_-U74757--_Mc16_T	33992	45262	0.00572
Rickettsia_rhipicephali-_-L36216--_3-7-6_T	Rickettsia_massiliae-_-L36214--_Mtu1_T	33992	35791	0.00572
Rickettsia_aeschlimannii-_-U74757--_Mc16_T	Rickettsia_rhipicephali-_-L36216--_3-7-6_T	45262	33992	0.00572
Rickettsia_aeschlimannii-_-U74757--_Mc16_T	Rickettsia_massiliae-_-L36214--_Mtu1_T	45262	35791	0.00572
Rickettsia_massiliae-_-L36214--_Mtu1_T	Rickettsia_conorii_subsp._raoultii-_-DQ365810--_Khabarovsk_T	35791	369822	0.00358
Rickettsia_montanensis-_-L36215--_ATCC_VR-611_LTP__T	Rickettsia_massiliae-_-L36214--_Mtu1_T	33991	35791	0.00643999999999999
Rickettsia_monacensis-_-DQ100164--_IrR/Munich_T	Rickettsia_tamurae_subsp._buchneri-_-JFKF01000109--_ISO7_T	109232	1462938	0.00501
Rickettsia_tamurae_subsp._buchneri-_-JFKF01000109--_ISO7_T	Rickettsia_monacensis-_-DQ100164--_IrR/Munich_T	1462938	109232	0.00501
Rickettsia_gravesii-_-DQ269434--_BWI-1_T	Rickettsia_massiliae-_-L36214--_Mtu1_T	1397702	35791	0.00375
Rickettsia_conorii_subsp._raoultii-_-DQ365810--_Khabarovsk_T	Rickettsia_massiliae-_-L36214--_Mtu1_T	369822	35791	0.00358
Rickettsia_akari-_-L36099--_MK_-Kaplan-_T	Rickettsia_australis-_-L36101--_Phillips_T	786	1196662	0.0143
Rickettsia_australis-_-L36101--_Phillips_T	Rickettsia_asembonensis-_-JWSW01000015--_NMRCii_T	1196662	1068590	0.0086
Rickettsia_asembonensis-_-JWSW01000015--_NMRCii_T	Rickettsia_australis-_-L36101--_Phillips_T	1068590	1196662	0.0086
Rickettsia_asiatica-_-AF394906--_IO-1_T	Rickettsia_asembonensis-_-JWSW01000015--_NMRCii_T	238800	1068590	0.01432
Rickettsia_tamurae_subsp._tamurae-_-AY049981--_AT-1_T	Rickettsia_massiliae-_-L36214--_Mtu1_T	334545	35791	0.0093
Rickettsia_hoogstraalii-_-FJ767735--_Croatica_T	Rickettsia_felis-_-CP000053--_URRWXCal2-_California_2_s_n_T	467174	315456	0.00358
Rickettsia_felis-_-CP000053--_URRWXCal2-_California_2_s_n_T	Rickettsia_hoogstraalii-_-FJ767735--_Croatica_T	315456	467174	0.00358
Rickettsia_tillamookensis-_-MW523993--_T23_T	Rickettsia_hoogstraalii-_-FJ767735--_Croatica_T	2761623	467174	0.04008
Rickettsia_bellii-_-L36103--_369L42-1_T	Rickettsia_massiliae-_-L36214--_Mtu1_T	33990	35791	0.00858
Rickettsia_prowazekii-_-M21789--_Brein1_T	Rickettsia_typhi-_-U12463--_Wilmington_T	782	257363	0.01001
Rickettsia_typhi-_-U12463--_Wilmington_T	Rickettsia_prowazekii-_-M21789--_Brein1_T	257363	782	0.01001
Rickettsia_canadensis-_-L36104--_2678_T	g__780	788	780	0.012161
Orientia_tsutsugamushi-_-D38623--_Karp_T	g__69474	1359185	69474	2e-6
g__69474	Orientia_tsutsugamushi-_-D38623--_Karp_T	69474	1359185	2e-6
Occidentia_massiliensis-_-GU937608--_Os18_T	g__1930933	752179	1930933	2e-6
g__1930933	Occidentia_massiliensis-_-GU937608--_Os18_T	1930933	752179	2e-6
g__943	Ehrlichia_ruminantium-_-X61659--_T	943	779	0.015701
Ehrlichia_canis-_-M73221--_Oklahoma_T	Ehrlichia_minasensis-_-JX629805--_UFMG-EV_T	944	1242993	0.01827
Ehrlichia_minasensis-_-JX629805--_UFMG-EV_T	Ehrlichia_canis-_-M73221--_Oklahoma_T	1242993	944	0.01827
Ehrlichia_chaffeensis-_-CP000236--_Arkansas_T	Ehrlichia_japonica-_-CP007474--_HFT	205920	391036	0.02284
Ehrlichia_muris_subsp._muris-_-CP006917--_AS145_n_T	Ehrlichia_muris_subsp._eauclairensis-_-HM543745--_AS145_T	1423892	2020671	0.01754
Ehrlichia_muris_subsp._eauclairensis-_-HM543745--_AS145_T	Ehrlichia_muris_subsp._muris-_-CP006917--_AS145_n_T	2020671	1423892	0.01754
Ehrlichia_japonica-_-CP007474--_HFT	Ehrlichia_chaffeensis-_-CP000236--_Arkansas_T	391036	205920	0.02284
Ehrlichia_ewingii-_-M73227--_Stillwater_T	g__943	947	943	0.01932099999999999
Ehrlichia_ruminantium-_-X61659--_T	g__943	779	943	0.015701
g__768	Anaplasma_phagocytophilum-_-U02521--_Webster_T	768	948	0.022811
Anaplasma_phagocytophilum-_-U02521--_Webster_T	g__768	948	768	0.022811
Anaplasma_bovis-_-U03775--_no_culture_T	g__768	186733	768	0.026391
g__33993	Neorickettsia_risticii-_-CP001431--_Illinois_T	33993	434131	0.010061
Neorickettsia_risticii-_-CP001431--_Illinois_T	g__33993	434131	33993	0.01006099999999999
Neorickettsia_sennetsu-_-CP000237--_Miyayama_T	g__33993	222891	33993	0.01078099999999999
Neorickettsia_findlayensis-_-CP047224--_Fin17_T	g__33993	2686014	33993	0.014351
g__204450	Lyticum_flagellatum-_-HF969034--_299_T	204450	1332058	0.002991
Lyticum_flagellatum-_-HF969034--_299_T	g__204450	1332058	204450	0.002991
Lyticum_sinuosum-_-HF969035--_114_T	g__204450	1332059	204450	0.01150099999999999
Caedibacter_caryophilus-_-X71837--_221_T	g__2100210	1629334	2100210	2e-6
g__2100210	Caedibacter_caryophilus-_-X71837--_221_T	2100210	1629334	2e-6
g__510690	Sneathiella_aquimaris-_-MN226643--_216LB-ZA1-12_T	510690	2599305	0.02879099999999999
Sneathiella_sedimenti-_-MW192779--_CAU_1612_T	Sneathiella_chungangensis-_-KF482756--_CAU1294_T	2816034	1418234	0.03089999999999999
Sneathiella_chungangensis-_-KF482756--_CAU1294_T	Sneathiella_sedimenti-_-MW192779--_CAU_1612_T	1418234	2816034	0.03089999999999999
Sneathiella_marina-_-ON754063--_PHK-P5T	g__510690	2950108	510690	0.03180099999999999
Sneathiella_chinensis-_-DQ219355--_CBMAI_737-_LMG_23452_T	g__510690	349750	510690	0.039611
Sneathiella_glossodoripedis-_-AB289439--_IAM_15419_T	Sneathiella_limimaris-_-MK049901--_GH1-24_T	418853	1964365	0.0251
Sneathiella_limimaris-_-MK049901--_GH1-24_T	Sneathiella_glossodoripedis-_-AB289439--_IAM_15419_T	1964365	418853	0.0251
Sneathiella_aquimaris-_-MN226643--_216LB-ZA1-12_T	g__510690	2599305	510690	0.028791
Oceanibacterium_hippocampi-_-FN687912--_BFLP-8_T	g__1314700	745714	1314700	2e-6
g__1314700	Oceanibacterium_hippocampi-_-FN687912--_BFLP-8_T	1314700	745714	2e-6
Thalassocola_ureilytica-_-KP162059--_LS-861_T	g__1931196	1590622	1931196	2e-6
g__1931196	Thalassocola_ureilytica-_-KP162059--_LS-861_T	1931196	1590622	2e-6
g__444052	g__89583	444052	89583	0.00799199999999999
g__434	Acetobacter_ghanensis-_-EF030713--_430A_T	434	431306	0.010841
Acetobacter_orleanensis-_-AB032350--_NBRC_13752_-=_IFO_13752-_T	Acetobacter_cerevisiae-_-AJ419843--_LMG_1625_T	104099	178900	0.00505
Acetobacter_farinalis-_-AB602333--_G360-1_LTP__T	Acetobacter_orleanensis-_-AB032350--_NBRC_13752_-=_IFO_13752-_T	1260984	104099	0.00647
Acetobacter_persici-_-AB665070--_T-120_T	Acetobacter_cerevisiae-_-AJ419843--_LMG_1625_T	1236503	178900	0.00361
Acetobacter_cerevisiae-_-AJ419843--_LMG_1625_T	Acetobacter_malorum-_-AJ419844--_LMG_1746_T	178900	178901	0.00145
Acetobacter_malorum-_-AJ419844--_LMG_1746_T	Acetobacter_cerevisiae-_-AJ419843--_LMG_1625_T	178901	178900	0.00145
Acetobacter_indonesiensis-_-AB681067--_NBRC_16471_T	Acetobacter_orientalis-_-AB681086--_NBRC_16606_T	104101	146474	0.0144
Acetobacter_orientalis-_-AB681086--_NBRC_16606_T	Acetobacter_indonesiensis-_-AB681067--_NBRC_16471_T	146474	104101	0.0144
Acetobacter_cibinongensis-_-AB681085--_NBRC_16605_T	Acetobacter_tropicalis-_-AB032355--_NRIC_0312_T	146475	104102	0.01658999999999999
Acetobacter_garciniae-_-MW680864--_MS16-SU-2T	Acetobacter_tropicalis-_-AB032355--_NRIC_0312_T	2817435	104102	0.01951
Acetobacter_senegalensis-_-AY883036--_CWBI-B418_T	Acetobacter_tropicalis-_-AB032355--_NRIC_0312_T	446692	104102	0.00818
Acetobacter_tropicalis-_-AB032355--_NRIC_0312_T	Acetobacter_senegalensis-_-AY883036--_CWBI-B418_T	104102	446692	0.00818
Acetobacter_fallax-_-MN744434--_LMG_1636__T	Acetobacter_oeni-_-AY829472--_B13_T	1737473	304077	0.01226
Acetobacter_fallax-_-MN744434--_LMG_1636__T	Acetobacter_musti-_-HM162854--_Bo7_T	1737473	864732	0.01226
Acetobacter_oeni-_-AY829472--_B13_T	Acetobacter_musti-_-HM162854--_Bo7_T	304077	864732	0.00722
Acetobacter_musti-_-HM162854--_Bo7_T	Acetobacter_oeni-_-AY829472--_B13_T	864732	304077	0.00722
Acetobacter_nitrogenifigens-_-AY669513--_RG1_T	Acetobacter_sacchari-_-LC103252--_VTH-Ai14_T	1120919	1769147	0.01376
Acetobacter_sacchari-_-LC103252--_VTH-Ai14_T	Acetobacter_nitrogenifigens-_-AY669513--_RG1_T	1769147	1120919	0.01376
Acetobacter_conturbans-_-MN744433--_LMG_1627__T	Acetobacter_sicerae-_-AJ419840--_LMG_1531_T	1737472	85325	0.00648999999999999
Acetobacter_sicerae-_-AJ419840--_LMG_1531_T	Acetobacter_aceti-_-X74066--_NCIB8621-_DSM3508_T	85325	887700	0.00648
